城市,门店名称,区域(组合后),地址,评分(留空),标签(剔除)
佛山市,佛山登特口腔门诊有限公司,佛山市-禅城区,广东省佛山市禅城区汾江中路121号1F、2D、3K、4K、5K(,,
佛山市,好佰年口腔太邦院(京华广场店),佛山市-南海区,佛山市南海区桂城街道融和路16号京华广场5座203-204铺,,
佛山市,好佰年口腔（金融高新区旗舰院）,佛山市-未知区域,佛山市融合路16号京华广场5座203-204,,
佛山市,广大口腔(禅城院区),佛山市-禅城区,佛山市禅城区祖庙街道季华五路21号首层P1、P2、二层2P1、2P2、2P3、2P4、2P5、2P6、2P7号,,
佛山市,广大口腔(顺德院区),佛山市-顺德区,佛山市顺德区大良街道文秀社区环市北路108号得宝楼109铺、110铺、二层之二(住所申报),,
佛山市,广澳口腔矫正(南海院),佛山市-南海区,广东省佛山市南海区桂城街道石（石肯）社区教育路19号商业楼7座2层C-202、C-203号铺,,
佛山市,广澳口腔矫正(碧桂园总院),佛山市-三水区,佛山市三水区西南街道贤兴一街 2号碧桂园三水华府8座301之二、302、303、304（住所申报）,,
佛山市,广澳口腔矫正(雅居乐分院),佛山市-三水区,广东省佛山市三水区西南街道广海大道东30号三江园12座1层113、11 4、115（住所申报,,
佛山市,暨博顺远口腔(九江旗舰院),佛山市-南海区,佛山市南海区九江镇下西洛浦大道18号首层1、2号铺,,
佛山市,粤医口腔医院(碧桂园店),佛山市-顺德区,广东省佛山市顺德区北滘镇碧桂园社区碧桂园大道2号碧乐时光新翼广场一楼120-5铺,,
佛山市,鼎极口腔门诊部(士卓曼数字化种植牙岭南天地店),佛山市-禅城区,广东省佛山市禅城区福贤路89号二楼A-1,,
防城港市,上思东雅口腔,防城港市-上思县,广西壮族自治区防城港市上思县思阳镇南岸新区明江新城A区滨江丽景A幢2层202号房,,
防城港市,东雅口腔(中心区店),防城港市-港口区,广西壮族自治区防城港市港口区广西壮族自治区防城港市港口区行政中心区金花茶大道78号三生云海底商102号,,
防城港市,好百年口腔门诊部,防城港市-防港区,广西壮族自治区防城港市防港区防港大道363号2楼,,
防城港市,港口东雅口腔门诊部,防城港市-港口区,广西壮族自治区防城港市港口区北部湾大道168号阳光海岸碧海新天7号楼1-7号商铺,,
抚顺市,兰海口腔(万达店),抚顺市-新抚区,辽宁省抚顺市新抚区浑河南路中段54-5号楼15，16门市,,
抚顺市,兰海口腔(望花店),抚顺市-望花区,辽宁省抚顺市望花区雷锋路（西段）3号楼7号门市,,
抚顺市,兰海口腔(清原店),抚顺市-清原满族自治县,辽宁省抚顺市清原满族自治县清原镇浑河街3号楼102号、201号,,
抚顺市,兰海口腔(顺城店),抚顺市-顺城区,辽宁省抚顺市顺城区临江东路18号5号门市,,
抚顺市,兰海口腔(顺城店),抚顺市-顺城区,辽宁省抚顺市顺城区临江东路18号5号门市,,
抚顺市,兰海口腔汇银旗舰店,抚顺市-顺城区,辽宁省抚顺市顺城区规划街6-24号楼3号门市、4号门市、5号门市、6号门市,,
抚顺市,爱霖口腔万科店,抚顺市-望花区,辽宁省抚顺市望花区沈抚示范区中兴街（金域蓝湾2.1期）77-32号-M1,,
抚顺市,爱霖口腔李石店,抚顺市-望花区,辽宁省抚顺市望花区沈抚示范区顺大街SF国际鑫城小区2号楼M2,,
抚顺市,爱霖口腔绿地店,抚顺市-望花区,辽宁省抚顺市望花区沈抚示范区滨河路6-53号（绿地剑桥）-M9,,
抚州市,华洁口腔(临川总院),抚州市-临川区,江西省抚州市临川区广场东路章舍西区第1号,,
抚州市,华洁口腔(见贤路店),抚州市-临川区,江西省抚州市临川区玉茗路93、95号,,
广州市,中健委中健口腔(矫正种植中心),广州市-黄埔区,广东省广州市黄埔区水西路187号萝岗敏捷广场3楼303房,,
广州市,中健集团格瑞特口腔(矫正种植中心),广州市-黄埔区,广东省广州市黄埔区龙湖街道中新知识城九龙大道泊语街8号—112房,,
广州市,中德联合口腔,广州市-荔湾区,广州市荔湾区芳村大道西26号,,
广州市,佛山中大口腔医院有限公司王府井紫薇港口腔门诊部,广州市-禅城区,佛山市禅城区石湾镇街道季华四路70号四层L4047-1、L4001-2号,,
广州市,卓见口腔(天河院区),广州市-天河区,"广东省广州市天河区林和西路1号国贸大厦3楼1单元(地铁林和西A口,中信广场旁)",,
广州市,卓见口腔(海珠院区),广州市-海珠区,广东省广州市海珠区广州大道南路978号(海珠万达广场二层2017),,
广州市,卓见口腔（天河院区）,广州市-天河区,广州市天河区林和西路1号广州国际贸易中心3楼1单元（地铁林和西A口）,,
广州市,卓见口腔（海珠院区）,广州市-海珠区,广州市海珠区广州大道南978号海珠万达广场二层2017,,
广州市,圣呗口腔,广州市-未知区域,广州大道中611号嘉诚国际公寓,,
广州市,广大口腔(天河院区),广州市-天河区,广州市天河区天河路351号101单元自编111-A房、101单元自编110房、201房自编201-A房,,
广州市,广大口腔(海珠院区),广州市-海珠区,广州市海珠区宝岗大道498号203房、303房、403房、503房、宝岗大道500号104房,,
广州市,广大口腔(白云院区),广州市-白云区,广州市白云区机场路581号穗景大厦B座1-2楼,,
广州市,广大口腔(荔湾院区),广州市-荔湾区,广州市荔湾区西湾路148号内原厂工会大楼,,
广州市,广大口腔(越秀院区),广州市-越秀区,广州市越秀区寺右新马路25号大院3号107、201及301,,
广州市,广州暨博口腔医院,广州市-天河区,广州市天河区马场路16号202之一,,
广州市,广州雅皓口腔,广州市-未知区域,广州市天河东路177号,,
广州市,广澳口腔矫正(南沙分院),广州市-南沙区,广东省广州市南沙区进港大道187号105铺、106-108铺二楼,,
广州市,恒博口腔,广州市-越秀区,广州市越秀区沿江东路418号三层自编308-309铺及新编310铺,,
广州市,暨博口腔（海珠旗舰院）,广州市-海珠区,广州市海珠区新港西路182号104-106铺8号线鹭江站 C出口,,
广州市,曙光美云口腔医院,广州市-白云区,广州市白云区机场路1号1-12层,,
广州市,沁美舒适口腔,广州市-海珠区,广州市海珠区昌岗中路238号601之三,,
广州市,河马领航口腔(万博院区),广州市-番禺区,广州市番禺区南村镇万博二路98号9栋第四层401铺-426铺,,
广州市,看的起口腔(大源店),广州市-白云区,广州市白云区大源街道大源南路108号之四栋第一层103,,
广州市,研科口腔连锁(乐嘉路总院),广州市-白云区,广州市白云区乐嘉路62号101、之七、之8铺,,
广州市,粤牙口腔,广州市-荔湾区,广东省广州市荔湾区鹤洞路203号之一粤牙口腔门诊部,,
广州市,花都暨博口腔医院,广州市-花都区,广州市花都区公益路16号,,
广州市,菲亚口腔连锁（金山谷旗舰院）,广州市-未知区域,广州市东环街东艺路2号101之一,,
广州市,越尔口腔(凤凰城店),广州市-增城区,广州市增城区永宁街凤凰城凤荔苑凤荔二街7号 1层101号房,,
广州市,越尔口腔(新塘店),广州市-增城区,广州市增城区新塘镇广深大道西14号,,
广州市,鹿鸣口腔(天河北院),广州市-天河区,广东省广州市天河区广州市天河区天河北路402号首层及二层自编201号,,
广州市,鹿鸣心一口腔(大剧院分院),广州市-天河区,广州市天河区珠江西路1号广州大剧院3楼A316号房自编之一,,
贵阳市,德韩口腔(小河转盘院区),贵阳市-经济开发区,贵州省贵阳市经济开发区黄河街道办事处黄河路2号龙湾国际B地块8栋4层1号,,
贵阳市,德韩口腔(花果园院区),贵阳市-南明区,贵州省贵阳市南明区花果园后街彭家湾花果园项目一期第20栋3层1号［花果园社区］,,
贵阳市,德韩口腔(金阳世纪城院区),贵阳市-观山湖区,贵州省贵阳市观山湖区世界街道办事处金阳南路6号贵阳世纪城M组团综合市场2层1号,,
桂林市,桂林南十院口腔(吾悦店),桂林市-临桂区,广西壮族自治区桂林市临桂区吾悦广场7幢3层06号,,
桂林市,桂林南十院口腔(庙岭店),桂林市-临桂区,广西壮族自治区桂林市临桂区庙岭农贸市场1号农贸城133-1栋,,
桂林市,桂林南十院口腔(龙胜店),桂林市-龙胜县,广西壮族自治区桂林市龙胜县滨江大道一楼G-58、59门面,,
桂林市,齐尔口腔,桂林市-兴安县,广西壮族自治区桂林市兴安县兴安镇志玲路与天平路交叉路口(原水坝售楼部),,
赣州市,兴国星朗朗口腔门诊,赣州市-兴国县,江西省赣州市兴国县将军大道南段A20号103,,
赣州市,唯乐口腔(大公路分院),赣州市-章贡区,江西省赣州市章贡区大公路63号,,
赣州市,唯乐口腔(赣县分院),赣州市-赣县,江西省赣州市赣县区城南大道东路2号白鹭湾四区18栋附1,,
赣州市,唯乐口腔(达芬奇总院),赣州市-章贡区,江西省赣州市章贡区长冈路13号盛汇城市中心11号楼7#影厅,,
赣州市,寻乌县城北口腔门诊部,赣州市-寻乌县,江西省赣州市寻乌县长宁镇城北一路至尊苑1幢,,
赣州市,施美尔口腔(万象城店),赣州市-章贡区,赣州市章贡区琴江路8号华润中心A区7号楼三层商业#2,,
赣州市,施美尔口腔(南康分院),赣州市-南康区,赣州市南康区南水街道办事处蓝田大道名特优小区6栋3-5#商铺,,
赣州市,施美尔口腔(南康院),赣州市-南康区,江西省赣州市南康区蓝田大道坪岭转盘（路福酒店对面）,,
赣州市,施美尔口腔(开发区店),赣州市-赣州经济技术开发区,江西省赣州市赣州经济技术开发区迎宾大道8号锦绣星城16#-B楼写字楼,,
赣州市,施美尔口腔(文清路分院),赣州市-章贡区,江西省赣州市章贡区文清路27号,,
赣州市,明秋口腔万达店,赣州市-章贡区,江西省赣州市章贡区经济技术开发区嘉福万达广场大坪路22栋1-3号铺,,
赣州市,明秋口腔环城路店,赣州市-章贡区,江西省赣州市章贡区环城路22-1号,,
赣州市,石城朗朗口腔,赣州市-石城县,江西省赣州市石城县西华南路219号,,
赣州市,贝壳口腔(万象城分院),赣州市-章贡区,江西省赣州市章贡区绵江路20号中洋，公园首府7号楼17#商铺,,
赣州市,贝壳口腔(万达分院),赣州市-赣州经济技术开发区,江西省赣州市赣州经济技术开发区金岭大道18号赣州嘉福万达金街-1-B-0001,,
赣州市,贝壳口腔(宝能分院),赣州市-章贡区,江西省赣州市章贡区安远路8号宝能世纪城西区10、11号楼3#商铺,,
赣州市,赣州青檬口腔,赣州市-章贡区,江西省赣州市章贡区赞贤路8-37号一楼店面,,
赣州市,雅棋口腔,赣州市-未知区域,江西省赣州市瑞金市红都大道中段欧洲府邸,,
贵港市,桂平蓝天口腔门诊,贵港市-西壮族自治区,广西壮族自治区贵港市桂平市西山路路口金融投资大厦辰茂宇洋酒店2层,,
贵港市,贵港同步口腔门诊部,贵港市-港北区,广西壮族自治区贵港市港北区建设路步步高商场3楼3001,,
贵港市,贵港蓝天口腔医院,贵港市-港北区,广西壮族自治区贵港市港北区金港大道-美嘉宝花城A-8号（白天鹅酒店对面）,,
贵港市,贵港蓝天口腔吾悦门诊,贵港市-港北区,广西壮族自治区贵港市港北区贵港吾悦广场2号门上3层3026/3027号,,
贵港市,贵港蓝天口腔江南门诊,贵港市-港南区,广西壮族自治区贵港市港南区港南路东侧碧桂园.城央府1栋110号,,
合肥市,云松口腔,合肥市-肥东县,安徽省合肥市肥东县店埠镇人民路与梁园路交叉口向西10米,,
合肥市,佳冠口腔(包河院区),合肥市-包河区,安徽省合肥市包河区常青街道黟乡路666号文鼎商务中心3幢住宅商101-104，201，301-302,,
合肥市,佳冠口腔(政务院区),合肥市-蜀山区,安徽省合肥市蜀山区潜山路210号绿地蓝海国际大厦C座商2-102室、2-202室、2-302室、2-203室、2-204室,,
合肥市,佳德众兴口腔(万派店),合肥市-肥西县,安徽省合肥市肥西县肥西县上派镇华邦万派城5号,,
合肥市,佳德口腔(五彩城店),合肥市-蜀山区,安徽省合肥市蜀山区合肥市望江西路123号五彩商业广场102室地面一层,,
合肥市,佳德口腔(包河店),合肥市-包河区,安徽省合肥市包河区马鞍山路90号A座,,
合肥市,佳德口腔(庐阳店),合肥市-庐阳区,安徽省合肥市庐阳区蒙城北路108号北门厅及3-4层,,
合肥市,佳德口腔(新华店),合肥市-蜀山区,安徽省合肥市蜀山区黄山路457号新华学府星座商业201、301室,,
合肥市,佳德口腔(翡翠店),合肥市-肥西县,安徽省合肥市肥西县上派镇翡翠路与天海路交口华地翡翠蓝湾(和园)22#3 商业 05 室,,
合肥市,合肥博康口腔门诊部有限公司,合肥市-包河区,安徽省合肥市包河区马鞍山路399号柏林春天19幢101,,
合肥市,合肥同靓口腔医院,合肥市-蜀山区,安徽省合肥市蜀山区樊洼路10号御琴湾3幢101、101上室，102、102上室，103、103上室，104、104上室,,
合肥市,合肥庐阳美奥口腔医院,合肥市-庐阳区,安徽省合肥市庐阳区濉溪路254号,,
合肥市,合肥爱尔美口腔(蒙城北路店),合肥市-长丰县,安徽省合肥市长丰县蒙城北路与金梅路交叉口西南角,,
合肥市,合肥现代口腔门诊,合肥市-蜀山区,安徽省合肥市蜀山区繁华大道经典广场A座,,
合肥市,合肥瑶海丽齿口腔(和县路店),合肥市-瑶海区,安徽省合肥市瑶海区和县路万达广场1幢商105号,,
合肥市,合肥美奥口腔医院,合肥市-蜀山区,安徽省合肥市蜀山区潜山南路188号蔚蓝商务港城市广场A座,,
合肥市,咿博口腔(潜山路店),合肥市-蜀山区,安徽省合肥市蜀山区潜山北路445号紫荆商务广场202室,,
合肥市,咿博口腔医院(合肥旗舰店),合肥市-包河区,安徽省合肥市包河区太湖东路111号新里海顿公馆商业B-1幢,,
合肥市,咿博口腔门诊部(蜀山潜山路店),合肥市-蜀山区,安徽省合肥市蜀山区潜山北路445号紫荆商务广场202室,,
